FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
18-may-22,CD. MÉX.,"VENUSTIANO CARRANZA, CD. MÉX.",36,7,43,0,0,1539,
26-oct-22,MÉX.,"NEXTLALPAN, MEX., MEX.",43,0,43,0,0,0,
01-mar-13,N.L.,"MONTERREY, N.L.",21,21,42,0,0,0,
06-mar-13,D.F.,"IZTACALCO, D.F.",35,7,42,0,7,1545,
08-mar-13,D.F.,"IZTACALCO, D.F.",30,12,42,0,2,690,
10-mar-13,MEX.,"CHIMALHUACAN, MEX.",41,1,42,0,8,156,
28-ago-13,SON.,"AGUA PRIETA, SON.",20,22,42,20,1,659,
27-sep-13,D.F.,"XOCHIMILCO, D.F.",32,10,42,3,1,60,
03-dic-13,D.F.,"CUAUHTEMOC, D.F.",38,4,42,1,0,0,
29-abr-14,DGO.,"DGO., DGO.",34,8,42,12,8,0,
04-sep-14,D.F.,"MIGUEL HGO., D.F.",36,6,42,0,6,0,
03-oct-14,B.C.,"TIJUANA, B.C.",29,13,42,0,0,0,
05-mar-15,D.F.,"IZTAPALAPA, D.F.",27,15,42,0,0,25,
28-ago-15,D.F.,"TLAHUAC, D.F.",38,4,42,0,0,0,
09-sep-15,D.F.,"TLALPAN, D.F.",37,5,42,0,0,60,
10-sep-15,D.F.,"TLALPAN, D.F.",38,4,42,0,6,0,
14-oct-15,D.F.,"ALVARO OBREGON, D.F.",40,2,42,0,0,35,
28-ene-16,D.F.,"COYOACAN, D.F.",29,13,42,0,0,108,
22-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",28,14,42,0,0,1531,
19-feb-13,D.F.,"VENUSTIANO CARRANZA, D.F.",32,9,41,0,3,800,
08-mar-13,MEX.,"TEXCOCO, MEX.",32,9,41,0,0,486,
19-mar-13,DGO.,"DGO., DGO.",30,11,41,22,3,0,
25-jun-13,PUE.,"PUE., PUE.",33,8,41,7,10,2100,
30-jul-13,JAL.,"ZAPOPAN, JAL.",10,31,41,2,0,102,
26-sep-13,D.F.,"XOCHIMILCO, D.F.",36,5,41,4,0,1000,
05-jun-14,D.F.,"CUAJIMALPA DE MOR., D.F.",26,15,41,0,3,128,
05-jun-14,D.F.,"MIGUEL HGO., D.F.",40,1,41,0,0,800,
18-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",28,13,41,0,6,2100,
26-sep-14,D.F.,"MILPA ALTA, D.F.",31,10,41,1,2,300,
11-mar-15,D.F.,"IZTACALCO, D.F.",25,16,41,0,0,150,
14-ago-15,SIN.,"AHOME, SIN.",27,14,41,0,12,0,
26-ago-15,D.F.,"TLAHUAC, D.F.",31,10,41,208,10,0,
26-ago-15,SIN.,"AHOME, SIN.",26,15,41,0,14,0,
02-sep-15,D.F.,"TLALPAN, D.F.",40,1,41,81,2,214,
27-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",24,17,41,0,1,420,
28-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",25,16,41,0,0,66,
15-ago-16,D.F.,"TLALPAN, D.F.",23,18,41,0,5,0,
21-sep-23,Michoacán,"LA PIEDAD, MICH.",2,39,41,10,0,38,
18-mar-13,DGO.,"DGO., DGO.",27,13,40,7,1,0,
26-jul-13,D.F.,"GUSTAVO A. MADERO, D.F.",32,8,40,5,13,380,
05-dic-13,D.F.,"CUAUHTEMOC, D.F.",38,2,40,4,5,5,
25-abr-14,SIN.,"AHOME, SIN.",30,10,40,0,6,0,
26-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",26,14,40,0,5,400,
11-jul-14,D.F.,"ALVARO OBREGON, D.F.",32,8,40,0,1,290,
30-sep-14,D.F.,"XOCHIMILCO, D.F.",32,8,40,0,2,80,
24-nov-14,D.F.,"VENUSTIANO CARRANZA, D.F.",26,14,40,0,0,0,
13-feb-15,D.F.,"IZTAPALAPA, D.F.",23,17,40,0,1,1000,
18-feb-15,D.F.,"IZTAPALAPA, D.F.",24,16,40,0,0,200,
19-feb-15,D.F.,"IZTAPALAPA, D.F.",27,13,40,0,0,150,
29-ene-16,D.F.,"COYOACAN, D.F.",25,15,40,0,4,286,
10-jun-16,D.F.,"VENUSTIANO CARRANZA, D.F.",17,23,40,135,1,184,
14-jun-16,D.F.,"VENUSTIANO CARRANZA, D.F.",18,22,40,203,0,166,
27-sep-16,CHIH.,"HGO. DEL PARRAL, CHIH.",34,6,40,0,0,132,
19-feb-13,MEX.,"CUAUTITLAN IZCALLI, MEX.",34,5,39,0,1,869,
23-feb-13,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",35,4,39,0,0,981,
26-feb-13,MEX.,"CHALCO, MEX.",29,10,39,5,5,209,
05-sep-13,D.F.,"VENUSTIANO CARRANZA, D.F.",20,19,39,4,1,700,
25-sep-13,D.F.,"XOCHIMILCO, D.F.",32,7,39,8,1,50,
27-nov-13,N.L.,"MONTERREY, N.L.",27,12,39,26,1,3050,
22-may-14,D.F.,"COYOACAN, D.F.",30,9,39,0,2,80,
30-may-14,D.F.,"BENITO JUAREZ, D.F.",33,6,39,0,5,45,
17-sep-14,D.F.,"TLAHUAC, D.F.",29,10,39,1,0,50,
18-sep-14,D.F.,"TLAHUAC, D.F.",34,5,39,0,6,15,
13-nov-14,D.F.,"AZCAPOTZALCO, D.F.",28,11,39,0,0,30,
28-nov-14,D.F.,"VENUSTIANO CARRANZA, D.F.",33,6,39,0,0,100,
02-dic-14,GTO.,"LEON, GTO.",27,12,39,0,2,0,
18-nov-15,COAH.,"MÚZQUIZ, COAH.",38,1,39,1,0,0,
03-dic-15,D.F.,"CUAUHTEMOC, D.F.",25,14,39,0,0,206,
24-jun-16,SIN.,"AHOME, SIN.",31,8,39,0,3,0,
07-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",13,26,39,0,1,1097,
21-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",26,13,39,0,3,0,
20-oct-21,CD. MÉX.,"IZTACALCO, CD. MÉX.",30,9,39,0,6,3732,
14-feb-13,MEX.,"TOLUCA, MEX.",34,4,38,15,0,121,
17-feb-13,MEX.,"NAUCALPAN DE JUAREZ, MEX.",30,8,38,0,1,16,
07-mar-13,AGS.,"AGS., AGS.",30,8,38,12,0,852,
17-mar-13,MEX.,"LA PAZ, MEX.",31,7,38,0,7,0,
12-abr-13,SIN.,"AHOME, SIN.",29,9,38,0,12,0,
04-ago-13,N.L.,"MONTERREY, N.L.",28,10,38,9,2,1647,
17-oct-13,D.F.,"COYOACAN, D.F.",22,16,38,7,0,280,
29-nov-13,N.L.,"MONTERREY, N.L.",27,11,38,21,0,1777,
01-abr-14,MEX.,"ATIZAPAN, MEX.",33,5,38,0,3,560,
09-may-14,MEX.,"TEXCOCO, MEX.",32,6,38,0,0,0,
20-may-14,D.F.,"COYOACAN, D.F.",30,8,38,0,7,150,
19-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",25,13,38,0,0,375,
21-jul-14,D.F.,"GUSTAVO A. MADERO, D.F.",38,0,38,0,11,200,
18-sep-14,TAMPS.,"MATAMOROS, TAMPS.",25,13,38,76,3,366,
27-ago-15,D.F.,"TLAHUAC, D.F.",34,4,38,0,1,0,
31-ago-15,D.F.,"TLALPAN, D.F.",36,2,38,0,11,49,
18-dic-15,D.F.,"CUAUHTEMOC, D.F.",17,21,38,0,1,64,
14-dic-17,GTO.,"LEON, GTO.",25,13,38,0,3,0,
29-ene-19,CD. MÉX.,"GUSTAVO A. MADERO, CD. MÉX.",29,9,38,0,1,8468,
21-ene-13,D.F.,"TLAHUAC, D.F.",28,9,37,0,9,50,
05-feb-13,D.F.,"MIGUEL HGO., D.F.",29,8,37,0,3,0,
22-feb-13,D.F.,"VENUSTIANO CARRANZA, D.F.",30,7,37,0,0,250,
28-feb-13,MEX.,"CHALCO, MEX.",28,9,37,3,1,302,
06-abr-13,MICH.,"MORELIA, MICH.",25,12,37,0,2,0,
18-may-13,CHIH.,"CHIH., CHIH.",3,34,37,0,2,116,
20-jul-13,N.L.,"MONTERREY, N.L.",28,9,37,13,1,2129,
22-dic-13,D.F.,"CUAUHTEMOC, D.F.",36,1,37,3,1,30,
09-may-14,D.F.,"TLALPAN, D.F.",32,5,37,0,20,265,
15-may-14,D.F.,"COYOACAN, D.F.",26,11,37,0,9,120,
12-jul-14,CHIH.,"JUÁREZ, CHIH.",26,11,37,0,0,0,
21-ago-14,D.F.,"IZTAPALAPA, D.F.",22,15,37,0,7,150,
17-oct-14,D.F.,"GUSTAVO A. MADERO, D.F.",37,0,37,0,0,70,
12-nov-14,D.F.,"AZCAPOTZALCO, D.F.",27,10,37,0,0,90,
16-dic-14,D.F.,"CUAUHTEMOC, D.F.",34,3,37,0,0,150,
12-feb-15,D.F.,"IZTAPALAPA, D.F.",25,12,37,0,0,1000,
17-feb-15,D.F.,"IZTAPALAPA, D.F.",24,13,37,0,0,200,
02-mar-15,D.F.,"IZTAPALAPA, D.F.",28,9,37,0,0,70,
04-sep-15,D.F.,"TLALPAN, D.F.",34,3,37,0,5,0,
20-ene-16,D.F.,"COYOACAN, D.F.",24,13,37,0,7,25,
21-jun-16,SIN.,"AHOME, SIN.",28,9,37,0,5,0,
02-ago-16,D.F.,"TLALPAN, D.F.",22,15,37,0,1,67,
05-ago-16,D.F.,"TLALPAN, D.F.",20,17,37,0,0,686,
05-sep-16,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",5,32,37,2,0,0,
02-may-19,CHIH.,"JUÁREZ, CHIH.",15,22,37,37,0,561,
02-mar-13,MEX.,"CHALCO, MEX.",31,5,36,1,0,114,
02-abr-13,MICH.,"MORELIA, MICH.",11,25,36,0,0,0,
05-abr-13,MICH.,"ZAMORA, MICH.",24,12,36,0,0,0,
10-jul-13,MEX.,"NAUCALPAN DE JUAREZ, MEX.",2,34,36,2,0,62,
25-jul-13,D.F.,"GUSTAVO A. MADERO, D.F.",30,6,36,2,2,100,
25-jul-13,N.L.,"MONTERREY, N.L.",21,15,36,21,0,2560,
28-mar-14,D.F.,"IZTAPALAPA, D.F.",35,1,36,0,0,12,
24-abr-14,DGO.,"DGO., DGO.",29,7,36,0,4,0,
30-abr-14,D.F.,"XOCHIMILCO, D.F.",32,4,36,0,0,50,
20-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",27,9,36,0,1,150,
26-sep-14,TAMPS.,"MATAMOROS, TAMPS.",24,12,36,0,0,0,
15-ago-15,MEX.,"TOLUCA, MEX.",27,9,36,3,0,0,
19-ago-15,D.F.,"TLAHUAC, D.F.",34,2,36,0,1,0,
07-sep-15,D.F.,"TLALPAN, D.F.",34,2,36,0,7,0,
16-jun-16,D.F.,"VENUSTIANO CARRANZA, D.F.",18,18,36,182,8,504,
22-jun-16,SIN.,"AHOME, SIN.",23,13,36,0,5,0,
28-jun-16,SIN.,"AHOME, SIN.",31,5,36,0,4,0,
06-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",23,13,36,0,1,603,
08-ago-16,D.F.,"TLALPAN, D.F.",22,14,36,0,4,25,
19-oct-23,Michoacán,"URUAPAN, MICH.",6,30,36,30,0,0,
20-mar-13,MEX.,"CHICOLOAPAN, MEX.",28,7,35,0,1,0,
04-abr-13,MICH.,"MORELIA, MICH.",9,26,35,0,2,0,
16-abr-13,QRO.,"QUERETARO, QRO.",27,8,35,0,0,0,
17-may-13,D.F.,"ALVARO OBREGON, D.F.",22,13,35,0,1,150,
24-may-13,D.F.,"TLALPAN, D.F.",32,3,35,0,0,298,
02-jun-13,MICH.,"URUAPAN, MICH.",23,12,35,9,0,0,
26-ago-13,SON.,"NOGALES, SON.",22,13,35,265,3,685,
25-nov-13,GTO.,"LEON, GTO.",25,10,35,0,0,0,
28-feb-14,D.F.,"MIGUEL HGO., D.F.",27,8,35,2,0,350,
06-jun-14,D.F.,"CUAJIMALPA DE MOR., D.F.",33,2,35,0,2,0,
11-jun-14,D.F.,"AZCAPOTZALCO, D.F.",29,6,35,0,2,210,
16-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",30,5,35,0,1,200,
09-oct-14,D.F.,"TLALPAN, D.F.",30,5,35,0,0,0,
24-nov-14,GTO.,"CELAYA, GTO.",17,18,35,0,7,19,
13-dic-14,D.F.,"CUAUHTEMOC, D.F.",33,2,35,0,0,200,
17-ago-15,SIN.,"AHOME, SIN.",15,20,35,0,10,0,
20-ago-15,D.F.,"TLAHUAC, D.F.",28,7,35,0,1,0,
21-ago-15,D.F.,"TLAHUAC, D.F.",28,7,35,0,1,101,
18-sep-15,D.F.,"CUAJIMALPA DE MOR., D.F.",30,5,35,0,0,278,
20-jun-16,D.F.,"BENITO JUAREZ, D.F.",12,23,35,90,12,96,
24-jun-16,D.F.,"BENITO JUAREZ, D.F.",21,14,35,70,6,289,
11-ago-16,D.F.,"TLALPAN, D.F.",15,20,35,0,0,90,
16-feb-13,MEX.,"NAUCALPAN DE JUAREZ, MEX.",30,4,34,0,5,500,
28-feb-13,COAH.,"FRANCISCO I. MADERO, COAH.",28,6,34,0,0,0,
05-mar-13,MEX.,"CHIMALHUACAN, MEX.",29,5,34,0,2,459,
09-mar-13,MEX.,"CHIMALHUACAN, MEX.",32,2,34,0,1,193,
11-mar-13,DGO.,"DGO., DGO.",23,11,34,25,4,0,
02-abr-13,MEX.,"ACOLMAN, MEX.",31,3,34,5,1,113,
13-abr-13,MICH.,"MORELIA, MICH.",27,7,34,0,2,0,
23-abr-14,DGO.,"DGO., DGO.",28,6,34,3,3,0,
08-may-14,D.F.,"TLALPAN, D.F.",29,5,34,0,9,82,
08-jul-14,D.F.,"ALVARO OBREGON, D.F.",28,6,34,0,3,180,
15-jul-14,D.F.,"GUSTAVO A. MADERO, D.F.",31,3,34,0,4,200,
16-jul-14,D.F.,"VENUSTIANO CARRANZA, D.F.",32,2,34,0,8,50,
26-ago-14,D.F.,"IZTAPALAPA, D.F.",20,14,34,0,4,0,
05-nov-14,D.F.,"CUAJIMALPA DE MOR., D.F.",24,10,34,0,0,0,
24-mar-15,D.F.,"LA MAGDALENA CONTRERAS, D.F.",19,15,34,0,0,0,
01-sep-15,D.F.,"TLALPAN, D.F.",33,1,34,0,5,0,
03-sep-15,D.F.,"TLALPAN, D.F.",33,1,34,0,3,0,
27-jun-16,D.F.,"BENITO JUAREZ, D.F.",18,16,34,145,12,0,
27-jun-16,SIN.,"AHOME, SIN.",24,10,34,0,15,0,
14-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",17,17,34,0,0,981,
27-ago-16,D.F.,"MIGUEL HGO., D.F.",14,20,34,0,5,1071,
15-dic-17,GTO.,"LEON, GTO.",23,11,34,0,0,0,
04-nov-22,MÉX.,"CUAUTITLAN, MEX.",34,0,34,0,0,50,
05-nov-22,MÉX.,"CUAUTITLAN, MEX.",30,4,34,1,0,30,
16-feb-13,MEX.,"ECATEPEC DE MOR., MEX.",26,7,33,0,0,0,
13-mar-13,D.F.,"CUAJIMALPA DE MOR., D.F.",21,12,33,0,1,125,
03-abr-13,MICH.,"MORELIA, MICH.",26,7,33,0,1,0,
14-may-13,D.F.,"ALVARO OBREGON, D.F.",24,9,33,0,6,150,
24-jul-13,D.F.,"GUSTAVO A. MADERO, D.F.",30,3,33,0,5,150,
27-jul-13,N.L.,"MONTERREY, N.L.",21,12,33,11,0,1093,
06-sep-13,D.F.,"VENUSTIANO CARRANZA, D.F.",28,5,33,5,0,300,
02-oct-13,D.F.,"AZCAPOTZALCO, D.F.",23,10,33,4,6,100,
04-oct-13,D.F.,"AZCAPOTZALCO, D.F.",24,9,33,12,1,400,
09-oct-13,D.F.,"LA MAGDALENA CONTRERAS, D.F.",27,6,33,5,2,120,
06-nov-13,D.F.,"TLALPAN, D.F.",26,7,33,0,1,0,
13-mar-14,D.F.,"IZTACALCO, D.F.",27,6,33,0,2,120,
02-may-14,MEX.,"ECATEPEC DE MOR., MEX.",29,4,33,0,1,0,
21-may-14,D.F.,"COYOACAN, D.F.",23,10,33,0,2,20,
08-oct-14,D.F.,"TLALPAN, D.F.",33,0,33,0,3,0,
07-nov-14,SIN.,"AHOME, SIN.",23,10,33,0,0,0,
27-mar-15,D.F.,"LA MAGDALENA CONTRERAS, D.F.",22,11,33,0,1,600,
13-ago-15,SIN.,"AHOME, SIN.",27,6,33,0,0,0,
27-ago-15,SIN.,"AHOME, SIN.",26,7,33,0,4,0,
08-sep-15,D.F.,"TLALPAN, D.F.",31,2,33,0,1,0,
20-jun-16,SIN.,"AHOME, SIN.",17,16,33,0,7,0,
26-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",12,21,33,0,0,0,
01-dic-16,COAH.,"SALTILLO, COAH.",22,11,33,131,13,1460,
11-mar-20,CHIH.,"JUÁREZ, CHIH.",20,13,33,14,0,524,
08-mar-13,HGO.,"PACHUCA DE SOTO, HGO.",28,4,32,0,10,788,
08-mar-13,MEX.,"VALLE DE CHALCO SOLIDARIDAD, MEX.",26,6,32,0,1,200,
04-abr-13,MEX.,"ZINACANTEPEC, MEX.",15,17,32,0,1,2459,
12-abr-13,MICH.,"ZAMORA, MICH.",23,9,32,0,0,0,
09-jun-13,D.F.,"MILPA ALTA, D.F.",26,6,32,0,1,161,
23-jul-13,QRO.,"QUERETARO, QRO.",24,8,32,0,1,0,
28-jul-13,N.L.,"MONTERREY, N.L.",17,15,32,21,0,2261,
29-jul-13,N.L.,"MONTERREY, N.L.",24,8,32,24,0,3507,
25-oct-13,D.F.,"BENITO JUAREZ, D.F.",23,9,32,0,4,40,
29-nov-13,D.F.,"CUAJIMALPA DE MOR., D.F.",26,6,32,0,0,30,
22-abr-14,DGO.,"DGO., DGO.",26,6,32,39,3,0,
06-may-14,DGO.,"DGO., DGO.",29,3,32,11,2,0,
14-may-14,D.F.,"COYOACAN, D.F.",24,8,32,0,3,80,
16-may-14,MEX.,"ATLACOMULCO, MEX.",23,9,32,0,0,0,
04-jun-14,D.F.,"CUAJIMALPA DE MOR., D.F.",31,1,32,0,5,40,
26-jun-14,MEX.,"ECATEPEC DE MOR., MEX.",25,7,32,32,1,0,
19-sep-14,D.F.,"IZTACALCO, D.F.",30,2,32,1,3,0,
22-sep-14,D.F.,"MILPA ALTA, D.F.",28,4,32,0,2,29,
14-nov-14,SIN.,"AHOME, SIN.",20,12,32,0,2,0,
26-nov-14,D.F.,"VENUSTIANO CARRANZA, D.F.",29,3,32,0,0,80,
01-dic-14,GTO.,"CELAYA, GTO.",20,12,32,0,0,0,
05-dic-14,GTO.,"LEON, GTO.",23,9,32,0,1,0,
05-dic-14,TAMPS.,"MATAMOROS, TAMPS.",15,17,32,0,0,55,
23-sep-15,SIN.,"CHOIX, SIN.",24,8,32,0,0,0,
30-sep-15,SIN.,"EL FUERTE, SIN.",21,11,32,0,4,0,
13-oct-15,SIN.,"EL FUERTE, SIN.",25,7,32,0,2,0,
28-oct-15,SIN.,"GUASAVE, SIN.",27,5,32,0,0,0,
04-dic-15,D.F.,"CUAUHTEMOC, D.F.",15,17,32,0,3,203,
30-jun-16,D.F.,"BENITO JUAREZ, D.F.",21,11,32,243,0,620,
05-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",10,22,32,203,5,0,
01-ago-16,D.F.,"TLALPAN, D.F.",19,13,32,0,1,0,
31-ago-16,D.F.,"AZCAPOTZALCO, D.F.",18,14,32,0,1,0,
01-jun-23,Sinaloa,"EL FUERTE, SIN.",22,10,32,0,0,0,
31-ene-13,B.C.,"TIJUANA, B.C.",4,27,31,0,0,0,
08-mar-13,AGS.,"AGS., AGS.",25,6,31,11,0,855,
08-mar-13,MEX.,"CHIMALHUACAN, MEX.",27,4,31,0,5,22,
08-mar-13,COAH.,"MÚZQUIZ, COAH.",17,14,31,4,0,152,
12-mar-13,MEX.,"LA PAZ, MEX.",27,4,31,0,2,100,
15-abr-13,D.F.,"LA MAGDALENA CONTRERAS, D.F.",21,10,31,0,1,150,
15-may-13,D.F.,"ALVARO OBREGON, D.F.",23,8,31,0,2,150,
08-nov-13,D.F.,"TLALPAN, D.F.",21,10,31,0,0,400,
27-nov-13,D.F.,"CUAJIMALPA DE MOR., D.F.",24,7,31,0,0,70,
28-nov-13,N.L.,"MONTERREY, N.L.",25,6,31,11,0,2697,
27-mar-14,MEX.,"TECAMAC, MEX.",25,6,31,0,1,0,
03-abr-14,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",22,9,31,7,0,709,
30-abr-14,SIN.,"AHOME, SIN.",28,3,31,0,8,0,
07-may-14,D.F.,"TLALPAN, D.F.",25,6,31,0,4,0,
08-may-14,DGO.,"DGO., DGO.",23,8,31,34,1,0,
04-jul-14,D.F.,"LA MAGDALENA CONTRERAS, D.F.",14,17,31,0,0,700,
26-ago-14,NAY.,"IXTLAN DEL RIO, NAY.",15,16,31,0,0,27,
27-ago-14,D.F.,"IZTAPALAPA, D.F.",19,12,31,0,14,600,
09-sep-14,D.F.,"IZTACALCO, D.F.",31,0,31,0,5,0,
03-oct-14,D.F.,"XOCHIMILCO, D.F.",29,2,31,0,3,0,
08-dic-14,D.F.,"CUAUHTEMOC, D.F.",25,6,31,0,0,0,
19-ago-15,SIN.,"AHOME, SIN.",26,5,31,0,2,0,
24-ago-15,D.F.,"TLAHUAC, D.F.",30,1,31,0,0,0,
24-ago-15,SIN.,"AHOME, SIN.",18,13,31,0,6,0,
23-jun-16,SIN.,"AHOME, SIN.",20,11,31,0,6,0,
29-jun-16,SIN.,"AHOME, SIN.",30,1,31,0,6,0,
15-jul-16,D.F.,"GUSTAVO A. MADERO, D.F.",16,15,31,0,1,215,
17-ago-16,D.F.,"MIGUEL HGO., D.F.",17,14,31,0,0,45,
24-ago-16,D.F.,"MIGUEL HGO., D.F.",11,20,31,0,0,407,
14-feb-19,CD. MÉX.,"IZTAPALAPA, CD. MÉX.",26,5,31,0,5,31475,
14-oct-22,MÉX.,"VALLE DE CHALCO SOLIDARIDAD, MEX.",31,0,31,0,4,140,
15-jun-23,México,"NEXTLALPAN, MEX., MEX.",31,0,31,0,0,0,
12-feb-13,MEX.,"TOLUCA, MEX.",25,5,30,5,0,37,
18-feb-13,MEX.,"CUAUTITLAN IZCALLI, MEX.",27,3,30,4,1,677,
20-feb-13,MEX.,"ATIZAPAN DE ZARAGOZA, MEX.",24,6,30,0,3,150,
21-feb-13,MEX.,"CUAUTITLAN IZCALLI, MEX.",29,1,30,0,6,721,
13-abr-13,QRO.,"QUERETARO, QRO.",12,18,30,0,2,0,
21-may-13,D.F.,"TLALPAN, D.F.",24,6,30,0,7,1453,
29-may-13,D.F.,"MILPA ALTA, D.F.",16,14,30,0,0,0,
21-ago-13,D.F.,"IZTAPALAPA, D.F.",24,6,30,0,1,60,
27-ago-13,D.F.,"IZTAPALAPA, D.F.",15,15,30,0,2,70,
16-oct-13,D.F.,"COYOACAN, D.F.",20,10,30,4,0,90,
04-abr-14,D.F.,"TLAHUAC, D.F.",27,3,30,0,1,65,
12-abr-14,DGO.,"DGO., DGO.",22,8,30,3,7,0,
29-abr-14,MEX.,"ECATEPEC DE MOR., MEX.",30,0,30,0,5,0,
10-may-14,MEX.,"TEXCOCO, MEX.",21,9,30,0,0,0,
21-may-14,SIN.,"EL FUERTE, SIN.",6,24,30,0,0,0,
28-may-14,D.F.,"BENITO JUAREZ, D.F.",22,8,30,0,2,35,
20-jun-14,MEX.,"TECAMAC, MEX.",19,11,30,0,1,0,
24-jun-14,D.F.,"VENUSTIANO CARRANZA, D.F.",27,3,30,0,2,120,
18-sep-14,OAX.,"OAX. DE JUAREZ, OAX.",21,9,30,0,3,5878,
21-oct-14,D.F.,"COYOACAN, D.F.",28,2,30,0,1,100,
31-oct-14,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",21,9,30,9,5,949,
23-mar-15,TAMPS.,"NUEVO LAREDO, TAMPS.",15,15,30,3,0,44,
07-mar-16,D.F.,"TLAHUAC, D.F.",8,22,30,2,5,0,
15-abr-16,D.F.,"IZTACALCO, D.F.",11,19,30,342,0,736,
09-ago-16,D.F.,"TLALPAN, D.F.",19,11,30,0,0,0,
19-dic-17,GTO.,"LEON, GTO.",23,7,30,0,1,0,
12-abr-19,CD. MÉX.,"MIGUEL HGO., CD. MÉX.",24,6,30,0,0,1014,
26-abr-19,CHIH.,"JUÁREZ, CHIH.",21,9,30,12,0,590,
29-may-19,CD. MÉX.,"VENUSTIANO CARRANZA, CD. MÉX.",28,2,30,0,0,2047,
23-jun-23,México,"NICOLAS ROMERO, MEX.",30,0,30,0,0,0,
22-feb-13,MEX.,"CUAUTITLAN IZCALLI, MEX.",22,7,29,0,1,306,
27-feb-13,MEX.,"IXTAPALUCA, MEX.",23,6,29,3,2,169,
02-mar-13,N.L.,"GUADALUPE, N.L.",8,21,29,5,0,1381,
03-abr-13,SIN.,"AHOME, SIN.",19,10,29,0,0,0,
18-abr-13,D.F.,"LA MAGDALENA CONTRERAS, D.F.",18,11,29,0,8,100,
28-may-13,D.F.,"MILPA ALTA, D.F.",23,6,29,0,0,0,
26-jun-13,PUE.,"PUE., PUE.",27,2,29,21,2,1597,
03-ago-13,N.L.,"MONTERREY, N.L.",19,10,29,30,1,1201,
02-sep-13,D.F.,"VENUSTIANO CARRANZA, D.F.",12,17,29,0,0,350,
24-sep-13,D.F.,"XOCHIMILCO, D.F.",19,10,29,7,1,200,
30-oct-13,D.F.,"ALVARO OBREGON, D.F.",26,3,29,19,1,970,
27-mar-14,AGS.,"AGS., AGS.",28,1,29,7,0,208,
28-mar-14,MEX.,"TECAMAC, MEX.",25,4,29,0,3,0,
29-mar-14,MEX.,"TECAMAC, MEX.",22,7,29,0,0,0,
12-abr-14,MEX.,"TLALNEPANTLA DE BAZ, MEX.",21,8,29,10,0,366,
29-abr-14,SIN.,"AHOME, SIN.",23,6,29,0,6,0,
16-may-14,DGO.,"DGO., DGO.",23,6,29,4,1,0,
10-jun-14,D.F.,"AZCAPOTZALCO, D.F.",29,0,29,0,0,128,
27-jun-14,MEX.,"TLALNEPANTLA DE BAZ, MEX.",21,8,29,0,0,0,
28-jun-14,MEX.,"TLALNEPANTLA DE BAZ, MEX.",21,8,29,0,0,0,
03-jul-14,D.F.,"LA MAGDALENA CONTRERAS, D.F.",18,11,29,0,6,70,
28-oct-14,SIN.,"AHOME, SIN.",21,8,29,0,1,0,
02-nov-14,CHIS.,"COMITAN DE DOMÍNGUEZ, CHIS.",26,3,29,0,0,172,
11-nov-14,D.F.,"AZCAPOTZALCO, D.F.",29,0,29,0,3,0,
11-feb-15,D.F.,"IZTAPALAPA, D.F.",23,6,29,0,0,2000,
16-feb-15,D.F.,"IZTAPALAPA, D.F.",21,8,29,0,0,250,
15-jun-16,D.F.,"VENUSTIANO CARRANZA, D.F.",14,15,29,217,5,1403,
29-sep-16,SIN.,"SIN., SIN.",22,7,29,0,8,0,
30-nov-23,Guanajuato,"LEON, GTO.",17,12,29,39,0,9,
17-feb-13,MEX.,"TOLUCA, MEX.",20,8,28,8,0,191,
22-feb-13,MEX.,"TULTITLAN, MEX.",21,7,28,4,3,292,
24-feb-13,MEX.,"CUAUTITLAN IZCALLI, MEX.",23,5,28,0,2,256,
03-mar-13,MEX.,"CHALCO, MEX.",24,4,28,1,0,137,
04-mar-13,MEX.,"CHIMALHUACAN, MEX.",20,8,28,2,6,465,
06-mar-13,MEX.,"CHIMALHUACAN, MEX.",18,10,28,0,0,191,
12-mar-13,D.F.,"CUAJIMALPA DE MOR., D.F.",25,3,28,0,1,176,
14-mar-13,D.F.,"CUAJIMALPA DE MOR., D.F.",18,10,28,0,2,150,
14-abr-13,QRO.,"QUERETARO, QRO.",20,8,28,0,2,0,
13-may-13,D.F.,"ALVARO OBREGON, D.F.",23,5,28,0,4,168,
