FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
08-oct-14,AGS.,"SAN JOSÉ DE GRACIA, AGS.",0,0,0,1,0,11,
08-oct-14,CHIS.,"UNIÓN JUÁREZ, CHIS.",0,0,0,0,1,0,
08-oct-14,SON.,"MAGDALENA, SON.",0,0,0,0,0,20,
08-oct-14,CHIH.,"NUEVO CASAS GRANDES, CHIH.",0,0,0,0,0,7,
08-oct-14,CHIH.,"CASAS GRANDES, CHIH.",0,0,0,0,0,7,
09-oct-14,SON.,"AGUA PRIETA, SON.",0,0,0,3,0,0,
09-oct-14,SON.,"PUERTO PEÑASCO, SON.",0,0,0,2,0,9,
10-oct-14,SON.,"ALAMOS, SON.",0,0,0,1,0,28,
10-oct-14,SON.,"CANANEA, SON.",0,0,0,0,1,4,
10-oct-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,68,0,0,
11-oct-14,N.L.,"GUADALUPE, N.L.",0,0,0,2,0,2000,
13-oct-14,SON.,"IMURIS, SON.",0,0,0,1,0,0,
13-oct-14,SON.,"SANTA ANA, SON.",0,0,0,12,0,0,
13-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,151,
14-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,2,0,254,
15-oct-14,SON.,"GUAYMAS, SON.",0,0,0,1,0,7,
15-oct-14,SON.,"EMPALME, SON.",0,0,0,0,0,9,
15-oct-14,SON.,"ETCHOJOA, SON.",0,0,0,0,0,16,
15-oct-14,PUE.,"ACATZINGO, PUE.",0,0,0,0,1,13,
16-oct-14,AGS.,"SAN JOSÉ DE GRACIA, AGS.",0,0,0,1,0,170,
16-oct-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,33,0,0,
16-oct-14,N.L.,"GUADALUPE, N.L.",0,0,0,0,0,100,
16-oct-14,GRO.,"ACAPULCO DE JUAREZ, GRO.",0,0,0,0,0,26,
17-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,109,
17-oct-14,SIN.,"CONCORDIA, SIN.",0,0,0,0,7,0,
17-oct-14,SON.,"MAGDALENA, SON.",0,0,0,1,0,0,
18-oct-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,0,
18-oct-14,SON.,"MAGDALENA, SON.",0,0,0,1,0,0,
19-oct-14,S.L.P.,"SAN LUIS POTOSI, S.L.P.",0,0,0,0,1,0,
19-oct-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,114,
20-oct-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,1,1,19,
21-oct-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,0,0,1000,
21-oct-14,SON.,"SANTA ANA, SON.",0,0,0,12,0,0,
21-oct-14,SON.,"CANANEA, SON.",0,0,0,3,1,25,
21-oct-14,B.C.,"ENSENADA, B.C.",0,0,0,0,1,0,
22-oct-14,N.L.,"APODACA, N.L.",0,0,0,1,0,130,
23-oct-14,SON.,"SANTA ANA, SON.",0,0,0,7,0,0,
24-oct-14,MOR.,"CUERNAVACA, MOR.",0,0,0,0,1,300,
24-oct-14,CHIS.,"OCOSINGO, CHIS.",0,0,0,3,0,90,
24-oct-14,SON.,"HERMOSILLO, SON.",0,0,0,11,0,910,
24-oct-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,0,0,250,
25-oct-14,SON.,"NOGALES, SON.",0,0,0,0,0,59,
25-oct-14,SON.,"AGUA PRIETA, SON.",0,0,0,0,0,60,
25-oct-14,MICH.,"LAZARO CARDENAS, MICH.",0,0,0,0,0,689,
25-oct-14,N.L.,"APODACA, N.L.",0,0,0,15,0,703,
25-oct-14,SON.,"GUAYMAS, SON.",0,0,0,1,0,38,
27-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,77,
27-oct-14,MICH.,"APATZINGAN, MICH.",0,0,0,0,0,194,
27-oct-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,1,0,20,
27-oct-14,SON.,"CABORCA, SON.",0,0,0,1,0,50,
27-oct-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,1,0,20,
28-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,66,
28-oct-14,MICH.,"APATZINGAN, MICH.",0,0,0,0,0,500,
28-oct-14,N.L.,"APODACA, N.L.",0,0,0,14,0,1053,
28-oct-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,237,
28-oct-14,PUE.,"SAN PEDRO CHOLULA, PUE.",0,0,0,0,0,500,
29-oct-14,TAMPS.,"PADILLA, TAMPS.",0,0,0,0,0,340,
29-oct-14,MICH.,"ZAMORA, MICH.",0,0,0,0,0,44,
29-oct-14,MICH.,"TACAMBARO, MICH.",0,0,0,0,0,1155,
29-oct-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,2,0,221,
29-oct-14,MICH.,"LAZARO CARDENAS, MICH.",0,0,0,0,1,1480,
29-oct-14,SON.,"IMURIS, SON.",0,0,0,1,0,35,
30-oct-14,MOR.,"CUERNAVACA, MOR.",0,0,0,0,1,0,
30-oct-14,CHIS.,"OCOSINGO, CHIS.",0,0,0,9,0,556,
30-oct-14,SON.,"SANTA ANA, SON.",0,0,0,8,0,50,
30-oct-14,SON.,"CANANEA, SON.",0,0,0,0,0,71,
31-oct-14,COL.,"COL., COL.",0,0,0,0,1,9,
01-nov-14,SON.,"SANTA ANA, SON.",0,0,0,0,0,13,
03-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,4,0,210,
03-nov-14,CHIS.,"TAPACHULA, CHIS.",0,0,0,15,0,1719,
04-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,0,1,606,
04-nov-14,CHIS.,"PALENQUE, CHIS.",0,0,0,0,0,337,
04-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,6,0,606,
05-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,7,0,517,
05-nov-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,1950,
06-nov-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,44,
06-nov-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,98,
07-nov-14,CHIH.,"JUÁREZ, CHIH.",0,0,0,0,1,0,
08-nov-14,CHIS.,"OCOZOCOAUTLA DE ESPINOSA, CHIS.",0,0,0,0,8,20,
08-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,1,0,301,
09-nov-14,CHIS.,"OCOSINGO, CHIS.",0,0,0,3,0,307,
10-nov-14,CHIS.,"TONALÁ, CHIS.",0,0,0,0,1,1274,
10-nov-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,33,
11-nov-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,1,0,
11-nov-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,204,
11-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,2,0,242,
12-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,3,0,314,
13-nov-14,AGS.,"AGS., AGS.",0,0,0,0,0,1800,
13-nov-14,CHIS.,"PICHUCALCO, CHIS.",0,0,0,2,0,161,
13-nov-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,102,
13-nov-14,CHIS.,"OCOSINGO, CHIS.",0,0,0,1,0,471,
15-nov-14,GRO.,"FLORENCIO VILLARREAL, GRO.",0,0,0,0,2,0,
19-nov-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,0,
19-nov-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,0,0,1000,
20-nov-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,0,1,0,
21-nov-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,4,0,
21-nov-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,465,
22-nov-14,N.L.,"GUADALUPE, N.L.",0,0,0,10,0,200,
26-nov-14,COAH.,"SALTILLO, COAH.",0,0,0,6,0,89,
28-nov-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,45,
28-nov-14,HGO.,"HUEJUTLA DE REYES, HGO.",0,0,0,0,4,16,
29-nov-14,HGO.,"HUEJUTLA DE REYES, HGO.",0,0,0,0,0,200,
03-dic-14,GRO.,"TELOLOAPAN, GRO.",0,0,0,0,1,0,
04-dic-14,COAH.,"ACUÑA, COAH.",0,0,0,0,0,25,
05-dic-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,15,
08-dic-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,20,
08-dic-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,130,
09-dic-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,33,
10-dic-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,270,
16-dic-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,30,
18-dic-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,28,
18-dic-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,3,0,0,
03-ene-15,DGO.,"DGO., DGO.",0,0,0,0,1,0,
23-ene-15,COAH.,"SALTILLO, COAH.",0,0,0,0,0,140,
26-ene-15,COAH.,"SALTILLO, COAH.",0,0,0,0,0,4,
27-ene-15,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,60,
06-feb-15,COAH.,"ACUÑA, COAH.",0,0,0,1,0,0,
06-feb-15,PUE.,"TEHUACAN, PUE.",0,0,0,0,0,18,
08-feb-15,COAH.,"ACUÑA, COAH.",0,0,0,0,0,35,
11-feb-15,COAH.,"FRONTERA, COAH.",0,0,0,0,1,0,
12-feb-15,GRO.,"ACAPULCO DE JUAREZ, GRO.",0,0,0,0,0,17,
12-feb-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,5,0,
15-feb-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,5,0,
20-feb-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,1,0,59,
21-feb-15,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,345,
22-feb-15,ZAC.,"TEUL DE GONZALEZ ORTEGA, ZAC.",0,0,0,0,0,250,
23-feb-15,ZAC.,"TEUL DE GONZALEZ ORTEGA, ZAC.",0,0,0,0,0,250,
24-feb-15,PUE.,"TEHUACAN, PUE.",0,0,0,0,0,86,
27-feb-15,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,73,
28-feb-15,PUE.,"TEHUACAN, PUE.",0,0,0,0,0,39,
03-mar-15,HGO.,"PACHUCA DE SOTO, HGO.",0,0,0,0,0,17,
04-mar-15,HGO.,"PACHUCA DE SOTO, HGO.",0,0,0,0,0,67,
04-mar-15,TAB.,"JALAPA, TAB.",0,0,0,1,0,99,
06-mar-15,TAB.,"JALAPA, TAB.",0,0,0,0,0,56,
11-mar-15,CHIS.,"REFORMA, CHIS.",0,0,0,0,0,25,
18-mar-15,TAMPS.,"TAMPICO, TAMPS.",0,0,0,1,0,22,
19-mar-15,PUE.,"ATLIXCO, PUE.",0,0,0,1,0,18,
21-mar-15,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,3,0,44,
22-mar-15,CHIS.,"REFORMA, CHIS.",0,0,0,1,0,105,
26-mar-15,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,0,12,
26-mar-15,DGO.,"LERDO, DGO.",0,0,0,0,1,0,
01-ago-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,80,
01-ago-15,CHIS.,"TONALÁ, CHIS.",0,0,0,0,0,89,
03-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,0,0,1,
03-ago-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,83,
05-ago-15,TAB.,"NACAJUCA, TAB.",0,0,0,0,0,46,
05-ago-15,GRO.,"EDUARDO NERI, GRO.",0,0,0,0,1,0,
05-ago-15,CHIH.,"JANOS, CHIH.",0,0,0,0,0,21,
06-ago-15,GRO.,"EDUARDO NERI, GRO.",0,0,0,0,3,3,
06-ago-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,298,
07-ago-15,CHIS.,"TONALÁ, CHIS.",0,0,0,0,0,99,
07-ago-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,251,
07-ago-15,TAMPS.,"MIER, TAMPS.",0,0,0,8,0,228,
08-ago-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,42,
08-ago-15,COAH.,"TORREÓN, COAH.",0,0,0,0,0,47,
08-ago-15,GRO.,"PETATLAN, GRO.",0,0,0,0,0,120,
10-ago-15,HGO.,"APAN, HGO.",0,0,0,0,0,103,
10-ago-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,4,492,
10-ago-15,COAH.,"MONCLOVA, COAH.",0,0,0,1,0,42,
10-ago-15,COAH.,"MÚZQUIZ, COAH.",0,0,0,0,0,180,
10-ago-15,CHIH.,"CHIH., CHIH.",0,0,0,0,1,51,
11-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,0,0,33,
11-ago-15,DGO.,"LERDO, DGO.",0,0,0,0,4,0,
11-ago-15,AGS.,"CALVILLO, AGS.",0,0,0,49,0,228,
11-ago-15,QRO.,"AMEALCO DE BONFIL, QRO.",0,0,0,0,0,0,
11-ago-15,GRO.,"ACAPULCO DE JUAREZ, GRO.",0,0,0,0,0,0,
11-ago-15,GRO.,"PETATLAN, GRO.",0,0,0,2,0,15,
12-ago-15,HGO.,"APAN, HGO.",0,0,0,0,0,132,
12-ago-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,1,0,
13-ago-15,TAMPS.,"EL MANTE, TAMPS.",0,0,0,0,0,40,
14-ago-15,CHIS.,"TONALÁ, CHIS.",0,0,0,0,0,59,
14-ago-15,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,0,0,0,
15-ago-15,SON.,"CAJEME, SON.",0,0,0,0,0,250,
15-ago-15,TAMPS.,"VICTORIA, TAMPS.",0,0,0,1,0,20,
17-ago-15,TAB.,"CENTRO, TAB.",0,0,0,1,0,173,
17-ago-15,AGS.,"CALVILLO, AGS.",0,0,0,2,0,223,
17-ago-15,TAMPS.,"EL MANTE, TAMPS.",0,0,0,1,0,57,
17-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,1,0,30,
17-ago-15,DGO.,"LERDO, DGO.",0,0,0,0,0,0,
18-ago-15,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,0,0,53,
18-ago-15,TAB.,"TENOSIQUE, TAB.",0,0,0,0,1,0,
18-ago-15,AGS.,"CALVILLO, AGS.",0,0,0,0,0,447,
18-ago-15,SON.,"CAJEME, SON.",0,0,0,0,1,9050,
20-ago-15,AGS.,"CALVILLO, AGS.",0,0,0,10,0,0,
20-ago-15,HGO.,"EMILIANO ZAPATA, HGO.",0,0,0,0,0,18,
20-ago-15,ZAC.,"JEREZ, ZAC.",0,0,0,6,0,300,
21-ago-15,AGS.,"CALVILLO, AGS.",0,0,0,0,0,447,
21-ago-15,TAMPS.,"EL MANTE, TAMPS.",0,0,0,0,0,50,
21-ago-15,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,392,
21-ago-15,GRO.,"CHILAPA DE ALVAREZ, GRO.",0,0,0,0,1,0,
21-ago-15,QRO.,"CORREGIDORA, QRO.",0,0,0,0,0,0,
22-ago-15,HGO.,"EMILIANO ZAPATA, HGO.",0,0,0,0,1,0,
22-ago-15,DGO.,"LERDO, DGO.",0,0,0,0,1,0,
24-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,1,0,25,
24-ago-15,TAB.,"CENTRO, TAB.",0,0,0,1,1,50,
24-ago-15,CHIH.,"CHIH., CHIH.",0,0,0,8,1,1855,
24-ago-15,CHIH.,"GUADALUPE, CHIH.",0,0,0,0,0,142,
24-ago-15,TAMPS.,"VICTORIA, TAMPS.",0,0,0,0,0,75,
25-ago-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,106,
25-ago-15,B.C.S.,"COMONDÚ, B.C.S.",0,0,0,0,0,154,
25-ago-15,TAMPS.,"TAMPICO, TAMPS.",0,0,0,0,0,200,
25-ago-15,CHIH.,"NUEVO CASAS GRANDES, CHIH.",0,0,0,0,0,30,
26-ago-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,5,167,
26-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,0,0,53,
26-ago-15,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,0,0,132,
26-ago-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,20,
26-ago-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,114,
27-ago-15,TAMPS.,"VICTORIA, TAMPS.",0,0,0,1,0,119,
27-ago-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,139,
27-ago-15,N.L.,"MONTERREY, N.L.",0,0,0,16,0,4700,
28-ago-15,ZAC.,"JEREZ, ZAC.",0,0,0,9,0,100,
28-ago-15,COL.,"COL., COL.",0,0,0,0,0,20,
28-ago-15,N.L.,"GARCIA, N.L.",0,0,0,0,0,30,
28-ago-15,TAMPS.,"MATAMOROS, TAMPS.",0,0,0,1,0,103,
28-ago-15,COAH.,"TORREÓN, COAH.",0,0,0,0,0,42,
28-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,3,0,60,
28-ago-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,57,
28-ago-15,CHIS.,"TONALÁ, CHIS.",0,0,0,2,0,0,
29-ago-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,202,
29-ago-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,30,
29-ago-15,PUE.,"PUE., PUE.",0,0,0,1,0,0,
29-ago-15,PUE.,"TEHUACAN, PUE.",0,0,0,0,0,99,
29-ago-15,SON.,"CAJEME, SON.",0,0,0,0,0,17,
30-ago-15,N.L.,"GARCIA, N.L.",0,0,0,8,0,287,
31-ago-15,N.L.,"MONTERREY, N.L.",0,0,0,50,0,1300,
31-ago-15,N.L.,"GARCIA, N.L.",0,0,0,27,0,1862,
31-ago-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,3,0,90,
31-ago-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,221,
31-ago-15,TAMPS.,"VICTORIA, TAMPS.",0,0,0,5,0,148,
01-sep-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,141,
01-sep-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,200,
01-sep-15,N.L.,"MONTERREY, N.L.",0,0,0,51,0,100,
01-sep-15,CHIS.,"HUIXTLA, CHIS.",0,0,0,0,0,95,
01-sep-15,CHIH.,"ASCENSIÓN, CHIH.",0,0,0,0,0,10,
02-sep-15,SIN.,"ANGOSTURA, SIN.",0,0,0,0,1,0,
02-sep-15,TAB.,"CENTRO, TAB.",0,0,0,1,0,64,
02-sep-15,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,3,0,15,
02-sep-15,N.L.,"GARCIA, N.L.",0,0,0,31,0,1950,
03-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,0,0,96,
03-sep-15,SON.,"CAJEME, SON.",0,0,0,0,0,1,
04-sep-15,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,134,
04-sep-15,TAB.,"CENTRO, TAB.",0,0,0,1,0,279,
05-sep-15,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,0,0,30,
05-sep-15,N.L.,"SANTA CATARINA, N.L.",0,0,0,4,0,600,
05-sep-15,SON.,"CAJEME, SON.",0,0,0,0,0,5000,
05-sep-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,113,
05-sep-15,PUE.,"TEHUACAN, PUE.",0,0,0,0,11,0,
07-sep-15,HGO.,"TOLCAYUCA, HGO.",0,0,0,0,0,2000,
08-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,6,0,0,
08-sep-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,20,
08-sep-15,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,71,0,0,
08-sep-15,SIN.,"ANGOSTURA, SIN.",0,0,0,0,0,0,
09-sep-15,GRO.,"ZIHUATANEJO DE AZUETA, GRO.",0,0,0,0,1,52,
09-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,4,0,162,
09-sep-15,N.L.,"SANTA CATARINA, N.L.",0,0,0,13,0,0,
09-sep-15,TAMPS.,"EL MANTE, TAMPS.",0,0,0,0,0,282,
09-sep-15,SIN.,"COSALA, SIN.",0,0,0,0,4,0,
09-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,1,419,
09-sep-15,COAH.,"SABINAS, COAH.",0,0,0,0,1,0,
09-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,4,0,162,
09-sep-15,PUE.,"SAN JERONIMO TECUANIPAN, PUE.",0,0,0,0,0,46,
10-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,1,0,78,
10-sep-15,ZAC.,"JEREZ, ZAC.",0,0,0,2,0,0,
10-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,811,
11-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,334,
11-sep-15,SON.,"CAJEME, SON.",0,0,0,0,0,82,
11-sep-15,TAMPS.,"TAMPICO, TAMPS.",0,0,0,0,0,168,
12-sep-15,COAH.,"PIEDRAS NEGRAS, COAH.",0,0,0,3,1,0,
14-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,364,
14-sep-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,30,
15-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,1,199,
15-sep-15,SON.,"CAJEME, SON.",0,0,0,0,0,10,
15-sep-15,N.L.,"MONTERREY, N.L.",0,0,0,0,1,127,
17-sep-15,COAH.,"MÚZQUIZ, COAH.",0,0,0,0,1,0,
17-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,196,
17-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,1,0,18,
18-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,100,
18-sep-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,25,
18-sep-15,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,0,0,48,
18-sep-15,PUE.,"PUE., PUE.",0,0,0,0,6,38,
18-sep-15,CHIH.,"CHIH., CHIH.",0,0,0,0,0,18,
19-sep-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,100,
19-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,45,0,4750,
19-sep-15,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,0,0,48,
19-sep-15,TAB.,"CENTRO, TAB.",0,0,0,0,1,0,
19-sep-15,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,140,
20-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,5850,
21-sep-15,PUE.,"PUE., PUE.",0,0,0,0,0,202,
21-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,1,0,15,
21-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,16,0,0,
22-sep-15,GRO.,"BENITO JUAREZ, GRO.",0,0,0,0,6,0,
22-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,2,0,25,
22-sep-15,CHIS.,"TAPACHULA, CHIS.",0,0,0,0,0,45,
22-sep-15,QRO.,"QUERETARO, QRO.",0,0,0,0,1,0,
23-sep-15,OAX.,"MIAHUATLAN DE PORFIRIO DIAZ, OAX.",0,0,0,0,0,35,
23-sep-15,QRO.,"QUERETARO, QRO.",0,0,0,0,0,0,
25-sep-15,AGS.,"JESÚS MARÍA, AGS.",0,0,0,2,0,8,
25-sep-15,COAH.,"MÚZQUIZ, COAH.",0,0,0,0,1,0,
25-sep-15,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,3,0,28,
25-sep-15,PUE.,"PUE., PUE.",0,0,0,1,2,105,
25-sep-15,TAB.,"HUIMANGUILLO, TAB.",0,0,0,0,1,0,
26-sep-15,TAMPS.,"MATAMOROS, TAMPS.",0,0,0,0,1,0,
26-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,40,0,1800,
28-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,4,0,350,
28-sep-15,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,0,0,24,
29-sep-15,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,5,0,1100,
29-sep-15,N.L.,"ABASOLO, N.L.",0,0,0,7,0,0,
29-sep-15,PUE.,"PUE., PUE.",0,0,0,0,3,0,
29-sep-15,MEX.,"NICOLAS ROMERO, MEX.",0,0,0,0,9,0,
30-sep-15,PUE.,"PUE., PUE.",0,0,0,0,0,361,
02-oct-15,PUE.,"PUE., PUE.",0,0,0,2,0,480,
03-oct-15,TAB.,"HUIMANGUILLO, TAB.",0,0,0,0,0,50,
05-oct-15,S.L.P.,"SAN LUIS POTOSI, S.L.P.",0,0,0,0,0,16,
06-oct-15,N.L.,"ANAHUAC, N.L.",0,0,0,1,0,100,
07-oct-15,SIN.,"ESCUINAPA, SIN.",0,0,0,0,5,0,
07-oct-15,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,24,0,0,
08-oct-15,SON.,"CAJEME, SON.",0,0,0,0,0,2,
09-oct-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,175,
09-oct-15,SIN.,"ESCUINAPA, SIN.",0,0,0,0,1,0,
09-oct-15,SIN.,"NAVOLATO, SIN.",0,0,0,0,10,0,
10-oct-15,TAB.,"CENTRO, TAB.",0,0,0,0,0,35,
12-oct-15,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,10,0,1050,
13-oct-15,SIN.,"ESCUINAPA, SIN.",0,0,0,0,1,0,
13-oct-15,SIN.,"NAVOLATO, SIN.",0,0,0,0,6,0,
13-oct-15,HGO.,"ZEMPOALA, HGO.",0,0,0,0,0,211,
13-oct-15,TAMPS.,"TAMPICO, TAMPS.",0,0,0,4,0,120,
14-oct-15,MEX.,"NEXTLALPAN, MEX., MEX.",0,0,0,0,2,50,
14-oct-15,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,80,0,0,
15-oct-15,MEX.,"NEXTLALPAN, MEX., MEX.",0,0,0,0,3,0,
16-oct-15,HGO.,"TULANCINGO DE BRAVO, HGO.",0,0,0,0,0,76,
16-oct-15,CHIH.,"AQUILES SERDÁN, CHIH.",0,0,0,4,0,209,
16-oct-15,TAMPS.,"TAMPICO, TAMPS.",0,0,0,0,0,137,
16-oct-15,TAMPS.,"EL MANTE, TAMPS.",0,0,0,0,0,1,
17-oct-15,YUC.,"TINUM, YUC.",0,0,0,0,1,168,
19-oct-15,CHIH.,"AQUILES SERDÁN, CHIH.",0,0,0,5,0,380,
